age,income,AUM,num_transactions,engagement_score,Risk_Label
52,127309,1017275,14,0.1929778177435713,0
71,161602,655782,16,0.250593786913361,1
31,90108,893143,10,0.5068616644567471,0
68,111603,441187,22,0.009928106075980745,1
32,86485,349679,6,0.12668491685203062,1
71,89637,404444,7,0.18610768630853478,1
59,131297,515585,12,0.5258886434066061,0
38,144295,607299,8,0.6012210219779974,0
41,100518,569812,4,0.33710095332384615,0
60,143162,445361,10,0.4256370645690043,1
74,153347,617543,16,0.5010617762901061,0
64,178041,635077,8,0.18807352139397465,1
28,122092,740455,10,0.5388124698559025,0
26,100807,894086,10,0.3171124808567383,0
30,89925,527221,11,0.3923629350138698,0
78,86946,843096,11,0.005673756952345507,1
66,157493,613187,11,0.30894235511313334,1
28,74547,294536,8,0.23543705797059922,1
78,156532,956654,8,0.16850424935712732,1
53,93946,1054507,13,0.4131620086227417,0
42,99443,723819,5,0.24392357895645042,0
50,115453,617956,8,0.09542658769193085,0
68,98890,545718,6,0.4951897765061628,1
58,147959,507210,15,0.46561226740136946,0
34,174400,842140,7,0.20733182630647207,0
60,100277,596545,7,0.2967734157134985,1
38,107032,934787,14,0.4217821378469256,0
55,115100,606972,10,0.12991124547526484,0
72,136231,517530,7,0.7465007802909102,0
39,115395,479739,1,0.1923349760675855,0
32,161617,451256,5,0.8439552078940324,0
38,154398,702829,9,0.14273094022671434,0
47,84436,341101,3,0.21612919420123863,1
64,135629,436332,12,0.09193540984457611,1
45,165610,864896,4,0.17461811482507503,0
40,105156,409090,5,0.21425670305551778,1
69,111172,772540,14,0.2011324671602547,1
42,104158,187397,8,0.3319379007960334,0
71,104787,890017,13,0.5187195803438801,0
77,69946,345953,11,0.4868979120601793,1
48,80150,424721,6,0.6805455421596266,0
50,122324,736068,16,0.5958993569499608,0
49,165407,654081,4,0.6834565698567628,0
69,101599,778997,13,0.11589038590510617,1
65,100717,344347,3,0.32762595948017614,1
53,171045,542638,14,0.22288096064178126,0
39,86752,476584,9,0.1503675447300148,1
69,70162,377962,14,0.1349572805107741,1
25,95144,719179,13,0.31161253419118196,0
49,100116,788610,18,0.24399319303233716,0
31,67576,532626,10,0.32326027856128253,0
33,116158,904542,7,0.3703950571297148,0
48,148453,442859,13,0.14389130294316546,0
25,81421,899693,10,0.12293293070996955,0
68,122627,712447,4,0.3878906458663517,0
32,131878,355286,11,0.26543727179079674,0
48,117498,996304,12,0.4921391455336763,0
35,125570,511104,10,0.13956045340018997,0
75,125919,841023,6,0.38321100536220754,1
41,95618,629129,11,0.2833726289676042,1
32,164957,674888,11,0.21347050989644317,0
59,157432,780241,9,0.21293155061943633,1
59,155697,769170,12,0.41077364435285735,0
57,150410,531570,23,0.16213731831227876,0
29,72750,706333,14,0.5952828602591006,0
66,147781,691319,6,0.19230927119271193,1
63,139668,642712,3,0.3921478022412403,1
65,73904,559336,13,0.4977140790449819,1
52,113552,642312,11,0.2719400058233106,0
31,128303,993508,10,0.12813388658735808,0
33,169929,540994,11,0.0799147746435838,0
32,141741,841317,16,0.14989909290845863,0
36,94063,476072,16,0.27614861832415233,1
58,170861,423737,10,0.1519604192325625,1
57,121313,1255279,5,0.6481071349857145,0
72,112324,708004,22,0.16497926955167447,0
79,110186,713502,7,0.6533701970166831,0
47,71293,719045,28,0.26338465502306524,0
48,116706,881459,13,0.5447347253656935,0
61,134924,681562,12,0.1541783389643436,1
59,108438,763244,12,0.2053706904911606,1
68,132613,388286,15,0.38575338879666177,1
64,94068,796784,5,0.15912202057479288,1
46,115772,552647,12,0.2484100123019608,0
51,129496,734348,10,0.21824772129170483,0
59,125689,256976,8,0.12703084849087268,1
25,71836,726035,18,0.34088250901975764,1
59,106829,151620,12,0.216787015777168,1
61,170323,544816,15,0.1339093448375972,1
71,105226,258889,12,0.36019131310010477,1
38,120474,726607,12,0.08934810576997823,0
27,117397,613853,4,0.052548604183332834,0
25,167047,445842,6,0.47898901701863084,0
29,158711,886881,5,0.15859809653822204,0
50,144225,420666,12,0.5391339613514606,0
79,90802,6238,7,0.3477713225124981,1
38,130775,702727,5,0.4287463570135022,0
63,137038,246680,10,0.16101561361490116,1
51,99041,426998,18,0.3446497526348819,1
33,93884,496530,11,0.163643787512195,1
39,171150,315201,21,0.43142347416602606,0
39,110975,501254,18,0.13548438134447152,0
50,168449,318943,10,0.26404219663460016,0
66,149912,632476,13,0.0884378933442324,0
37,132236,354250,9,0.3097639146621346,0
75,133575,606029,11,0.12558858180174576,1
56,77987,832401,16,0.1701982261687924,1
63,126203,756474,9,0.20738126822128305,1
73,162510,583657,9,0.08520939663092056,1
76,140440,402252,15,0.30783451979985665,1
56,124630,631835,9,0.5748872375429604,0
28,171358,460856,6,0.21148508360152332,0
54,114448,640224,12,0.5120675881930803,0
61,101413,256942,12,0.2918380009102907,1
47,124614,761452,11,0.31642210922046476,0
63,142994,606643,10,0.20335421731133005,1
69,68466,1041703,11,0.30473095420833185,1
39,128546,861212,15,0.38408505947759836,0
67,144310,713237,18,0.4975632804362798,0
53,111910,575201,8,0.49542555468873894,0
60,153208,454079,19,0.663340978444081,1
37,139235,788481,15,0.49011175329194734,0
56,184241,554106,4,0.10798114928932012,1
31,97481,833672,10,0.5436935933967645,0
75,144921,680164,12,0.35941383404065064,1
46,89480,681599,7,0.30474335558246024,0
52,71539,718905,4,0.136975026029815,0
26,58934,416074,13,0.11979828274347816,1
66,136149,395572,11,0.3566397999566668,1
69,125527,388658,16,0.5846537432972343,1
77,105628,809499,8,0.458312557998005,0
30,66794,410855,11,0.41873138430670176,1
52,99288,435768,17,0.15971382356582628,1
52,120122,707503,8,0.4401658827096749,0
68,143795,549590,7,0.4424343531809079,0
68,119503,524041,7,0.34702302303934485,1
44,127561,506689,15,0.14282285908720727,0
54,108716,134873,10,0.07105541353830781,0
35,172476,406623,8,0.18321242439830102,0
79,89452,836312,8,0.14133204770833713,1
52,99022,492120,9,0.3531688888455737,1
49,105229,219902,9,0.14075816717112125,0
63,136281,398401,9,0.06331774011559511,1
57,88834,671970,11,0.12284129757703113,1
25,124071,668006,8,0.4056634022091321,0
51,124947,541143,16,0.2360423013915617,0
76,99169,462159,10,0.3815414924790954,1
37,129899,319560,11,0.514951928697644,0
65,89765,673637,3,0.3656673685739991,1
27,86487,767574,11,0.21527896591596518,1
63,122988,857776,17,0.3146818964782203,1
30,70207,377882,10,0.02276835638114603,1
32,55655,873104,7,0.3863328765707534,0
51,135984,588677,10,0.2789040973119836,0
33,151469,605314,6,0.29268095978299935,0
61,105995,778718,9,0.1677948754822763,0
57,99957,491809,6,0.2628667332556727,1
75,150166,167239,5,0.3305294050108002,1
66,85633,740972,6,0.2687181441963335,1
68,79098,669714,6,0.318858329161568,1
48,141229,527944,19,0.27668801852433117,0
39,120271,724506,6,0.6813012520282407,0
78,151946,765388,7,0.1672195961629757,1
56,55792,297598,18,0.3470643015315362,1
56,77979,604502,8,0.43368038922769286,1
48,120429,144487,21,0.17244594728414536,0
65,132530,575261,13,0.25883300344970384,1
76,145409,525451,12,0.38228766616894955,1
73,125244,698381,15,0.10554679203165596,1
73,124939,385388,7,0.3839294198348076,1
76,108317,515702,9,0.09827783420022701,1
36,167727,43211,15,0.6764013094775501,0
63,86909,711500,6,0.156381351925257,1
26,130770,582320,7,0.16173694285168722,0
27,90365,617448,10,0.21138606931350667,0
73,136043,301313,13,0.5171434674640538,1
61,88889,679612,10,0.44385147667680913,1
73,142314,930549,15,0.252849921854043,1
41,123363,563017,12,0.11812352421912067,0
73,172339,730017,10,0.2350378926615911,1
26,111569,425875,13,0.5400527572157345,0
26,132748,584628,11,0.16665866538334215,0
52,96610,293731,16,0.2391625819778954,1
78,111363,757624,13,0.16459732380717346,1
47,123172,631968,7,0.2950470214768636,0
61,74183,356142,11,0.06875890658606061,1
56,77471,439627,10,0.6094701007329897,1
57,137995,612217,10,0.5270860754768251,0
25,115617,784773,8,0.23497633684641808,0
43,102212,895905,10,0.0495941941160546,0
26,97890,573174,14,0.22247016469651787,0
77,99045,327070,4,0.08562117568170968,1
68,123376,647693,20,0.17330510834796517,1
50,133351,956976,6,0.06903714761235197,0
56,57236,275450,14,0.1475674672228591,1
30,162385,409080,15,0.15873786082809802,0
56,160251,722192,5,0.0854867091689683,1
79,50080,630719,10,0.10916283320215776,1
28,152577,490996,12,0.21873408639369044,0
79,151656,644022,5,0.3648015973534561,1
35,120013,795509,14,0.38996928932045916,0
41,81084,580332,14,0.4078729574398653,0
62,150456,562798,6,0.5806122105054636,0
48,112763,717804,6,0.20892032423852122,0
29,136466,545897,11,0.5975840662501042,0
76,186576,828504,8,0.42678457205703024,0
58,127555,1005347,10,0.15653697607453546,1
30,92493,421411,6,0.25221659536371915,1
46,109928,349994,9,0.09455723690188972,0
35,96316,674343,7,0.10072916125260759,0
72,133004,342899,8,0.2520235532750552,1
40,95817,339484,9,0.2445952263649519,1
57,105814,190158,15,0.33305224774321013,1
33,81467,523549,13,0.02047434324732817,1
30,116037,593401,9,0.1258599509277894,0
40,125302,496527,11,0.3551093700805991,0
53,39456,878066,6,0.21650399126740444,0
27,127787,863177,5,0.03575215561994375,0
44,118628,985768,14,0.6035644237578895,0
60,97050,609305,10,0.5107555298591124,1
43,180858,836763,8,0.22012321025013062,0
50,148754,661770,19,0.1717374802914602,0
27,87107,641676,14,0.4539646803740622,0
43,145147,506522,12,0.4072867602018496,0
44,157334,147370,2,0.3963492579036044,0
56,123960,727458,12,0.4283310884422388,0
31,130843,830827,14,0.3139016847663467,0
76,130150,294876,7,0.21339944805601568,1
65,57425,598060,8,0.23719058719803152,1
57,114393,798329,15,0.16396837966161487,1
64,112832,528100,14,0.26542389569589,1
63,162904,838620,10,0.23730604446049347,0
42,130011,571943,8,0.044054243194568056,0
64,111071,494968,9,0.1417042351756086,1
25,117296,850057,2,0.40555115537948,0
35,150701,413249,13,0.29741502041893436,0
52,114462,455019,2,0.11792963722800012,0
49,99054,420890,10,0.19655866333200903,1
74,111728,371480,10,0.4694574332314176,1
47,148220,630606,5,0.08079843965062718,0
55,134884,497413,7,0.46312352196394746,0
54,121328,697722,21,0.24962344738718617,0
66,125746,253071,12,0.11509084082343009,1
59,103207,375490,14,0.1704635362821719,1
31,114181,610315,9,0.43804952114344464,0
40,100100,893936,9,0.7264114163477433,0
50,111156,675700,12,0.17612418338626842,0
72,160385,482121,18,0.5106527778762034,1
76,87663,302093,14,0.5386359618523228,1
73,99338,470430,9,0.31115775055841505,1
26,82371,591503,8,0.24689664383760937,0
25,75872,128461,13,0.1369410699168903,1
72,114396,357325,10,0.22678802779116902,1
36,101471,452488,6,0.16331004212493225,0
29,172850,548518,9,0.3288292887842789,0
61,111514,589132,15,0.23551761258799128,1
56,158681,477826,6,0.37132442817257955,1
79,149040,701174,16,0.38914464638909696,1
33,113731,624941,19,0.2864742946103141,0
65,183304,525987,11,0.2099077780154615,1
59,128056,728755,7,0.39659129236120216,1
43,165390,712388,14,0.4512097734162134,0
72,161897,309240,11,0.8257626084326013,1
40,132439,593594,7,0.6074907408644333,0
27,142533,778052,13,0.4220170583770317,0
44,138722,811497,17,0.5344476014960194,0
48,85672,674181,4,0.7540553913184431,0
78,121718,553342,7,0.5720473532974731,0
57,152227,684263,22,0.2058561359852537,1
48,165785,761554,8,0.28838101544057787,0
76,98380,623166,13,0.2826123691682163,1
35,135864,645720,12,0.11749843493237763,0
73,124526,550039,25,0.08771882825329999,1
32,116463,332642,4,0.339187627287881,0
60,130680,565127,14,0.2950829942753755,1
62,126539,464577,12,0.0808277616193854,1
64,136242,465215,15,0.12598764583089445,1
44,163251,886766,14,0.09126661927474067,0
59,143523,790311,1,0.47721667683617897,0
72,129317,261300,11,0.3580601528346707,1
49,175938,383024,16,0.35026590656461315,0
59,153297,527287,10,0.395992475747621,1
49,117228,471873,6,0.25774987149679923,0
53,83486,663483,12,0.1095166058511188,0
42,90365,351282,6,0.4561372183333482,0
70,147996,791706,9,0.2522564275216331,1
42,101090,591198,9,0.6405150324525087,0
26,89758,531897,9,0.36785167003500746,0
78,97257,597136,10,0.11799547655184965,1
59,99378,516498,6,0.5198193491827803,1
40,145519,193871,16,0.26135689343619967,0
65,115297,602385,6,0.2722584338902084,1
60,78828,535850,13,0.35880565097844674,1
57,120931,409108,23,0.17381951346446498,1
28,126667,819485,8,0.039833608796615974,0
57,105619,733887,13,0.33573573219015107,1
38,154676,1087771,6,0.23269978744743736,0
45,107371,766965,8,0.11869269264041957,0
72,153250,471312,4,0.290230174248936,1
44,137903,418842,6,0.5799145533830079,0
32,147798,501138,13,0.29059626962800167,0
31,87043,466674,12,0.32820103274946155,1
27,122949,621756,15,0.27158032523777814,0
41,118415,292240,10,0.454007373132043,0
57,77339,729457,14,0.5292933072974987,1
72,153151,618239,13,0.21081801244973525,1
36,95477,706492,19,0.25924531762340286,0
75,101712,371170,11,0.15959245403056893,1
46,89600,649337,11,0.10193222997198312,0
79,141035,859835,9,0.1343763869466806,0
46,74222,427898,10,0.3400351965178045,1
70,138536,422428,7,0.14688658463734508,1
54,151335,742391,14,0.29033562518755557,0
62,136115,406189,4,0.11529099865273186,1
62,141378,553343,4,0.3540894230335866,1
69,142786,895146,10,0.2513538105017865,1
75,91517,425266,9,0.18486973358811087,1
78,163042,908888,12,0.18363248536752574,1
32,106197,532843,14,0.1849151492597217,0
51,118008,375759,15,0.350181111399498,0
51,110020,720740,12,0.2577223120582954,0
58,134746,621549,16,0.22869739340978434,1
45,103858,602636,8,0.6032287994312443,0
54,122007,446256,8,0.1594371558921163,0
57,82939,620090,16,0.12241428269338744,1
52,154939,186473,14,0.23725275101524676,0
71,140122,643752,4,0.12811773438026644,1
57,111232,859449,4,0.3022486592999469,1
29,105925,246914,7,0.18201174563452382,0
72,139338,518644,12,0.5148029416752947,0
43,98781,425072,14,0.2905950201717996,1
28,123760,297789,4,0.20276320537790246,0
59,154841,189425,14,0.40515470587898555,1
73,95662,363832,12,0.03606959402299478,1
41,131058,551524,7,0.17120279237001088,0
68,129471,829827,5,0.3731093598180174,1
52,117079,295457,14,0.1807588744761864,0
54,104886,658878,13,0.2838851996253211,0
53,156443,643928,7,0.23301816957979693,0
70,102072,934392,3,0.5577138192787366,0
77,65638,714206,9,0.2900858572591584,1
30,139216,725719,15,0.07424079524069904,0
59,83960,739860,4,0.2296929254506693,1
65,140756,415153,6,0.1004984136273998,1
61,160047,485435,7,0.27768845371217815,1
48,138892,823373,14,0.2742863539965431,0
53,152142,189840,14,0.2683818027590552,0
73,180601,463537,6,0.5073343607280951,1
70,149002,333838,9,0.09956382725638448,1
77,129917,646848,12,0.26408604612106756,1
55,169018,515678,2,0.15903785927949174,0
59,172643,725194,7,0.27140010319335806,0
57,173063,578200,4,0.2666941821701725,0
76,105235,290781,10,0.22399365166934468,1
45,79379,300026,5,0.18875361152761475,1
56,103404,598790,8,0.3134162302834916,1
47,141109,445773,7,0.26294311077061755,0
57,124774,493473,12,0.4694311368449771,1
27,113805,787683,11,0.16960248593159094,0
42,136814,751806,3,0.5155777295634066,0
49,75875,959546,9,0.4395686116427684,0
66,124235,536732,11,0.14576902623233123,1
55,153553,471770,8,0.26697171675755554,0
78,136479,683637,12,0.1626481850886338,1
27,140754,487841,6,0.4512659831139628,0
64,167921,494387,5,0.13880526115143935,1
70,118015,559579,9,0.1255427237843114,1
48,100407,930549,11,0.3957832363825274,0
74,155685,740793,17,0.42338383169089105,0
56,155133,761764,4,0.17619825771104763,1
71,136748,921570,24,0.17737534740012628,1
46,115188,780506,8,0.3060025019627377,0
47,120041,373718,9,0.5069464542586423,0
26,81696,777476,8,0.5619257591520233,0
51,153388,802850,9,0.5833145307161008,0
66,152329,730372,7,0.19691504766030515,0
26,80649,560911,8,0.29932077333738655,0
50,146028,709266,12,0.3544521800225178,0
41,132123,595952,7,0.43053019867062714,0
64,89340,404382,10,0.30547102395395803,1
57,83819,454073,10,0.38704996143993725,1
33,131204,740744,11,0.2456179852562714,0
67,108068,418835,11,0.3111140555317977,1
78,174598,437689,11,0.2908299086674529,1
72,148577,750676,15,0.22448308654556257,1
63,134210,626757,6,0.4438272711657627,0
53,135692,715438,12,0.2018990909500333,0
66,159926,354196,9,0.20829867035439611,1
79,145395,709885,7,0.34032940083442637,1
50,134992,467994,14,0.33403585211162684,0
59,90592,396623,14,0.06984165497063358,1
74,211858,498931,16,0.4780035591248846,1
49,86904,872412,7,0.09743866154599559,0
48,110623,527109,8,0.06188938324754273,0
37,70358,1040278,4,0.37260127529736486,0
31,136163,187564,6,0.25798712296055776,0
60,124533,290744,9,0.5067768334717111,0
69,142958,864837,3,0.6411742815621528,0
44,67828,915120,16,0.4836335906981341,0
25,153387,427308,12,0.2524765063176305,0
32,95776,613778,4,0.30353824792826334,1
70,115529,742437,9,0.5382077033674003,0
40,147947,554124,9,0.26533464480154245,0
38,127838,629973,7,0.11348489466560693,0
36,129958,602186,13,0.40601495285677064,0
75,143975,303710,14,0.18933595349547938,1
47,132863,531067,10,0.24226140445819946,0
39,109766,602473,3,0.16708975694121903,0
52,115005,620624,13,0.39375215370429467,0
58,126356,253898,14,0.06131802022499472,1
26,93133,750738,8,0.20065511470487804,0
56,149880,625898,12,0.27073188876408566,1
47,128659,388922,12,0.08763263759421848,0
46,122243,959812,10,0.16353481843816634,0
75,155774,530683,2,0.3466906210096983,1
49,116396,543670,11,0.5517843816906276,0
46,114527,728341,9,0.11615369815200266,0
46,105461,976800,8,0.33853698616555844,0
73,130292,736207,11,0.4862884604151682,0
76,129253,765221,14,0.20433528676046261,1
66,100011,399675,9,0.32410747606857165,1
30,114669,617391,6,0.24124180320593847,0
39,100211,493547,4,0.2670116489585961,0
78,98853,740825,12,0.446491427396513,1
67,68103,759393,4,0.24289654307186453,1
61,113072,926645,9,0.2950883878445637,1
57,68933,168331,13,0.06199359306075475,1
32,106115,473884,7,0.4484832817850137,0
77,101619,860049,13,0.1886189080365993,1
68,151556,319694,6,0.14565128651037412,1
68,89551,761130,12,0.2272411417555992,1
29,97164,826800,2,0.2577936560602244,0
63,108554,594332,9,0.4593872879167124,0
28,102595,315707,19,0.19616010374214027,0
30,161077,575696,15,0.5149239930198137,0
69,85842,891736,7,0.17631101755032413,1
56,108617,907803,8,0.22209367675943473,1
76,129961,641576,14,0.44624393166425624,0
54,146435,404552,12,0.0771730716972792,0
71,108592,947679,5,0.5831506494321954,0
59,62457,764184,9,0.4072134223469344,1
79,115496,417698,13,0.06104388516536256,1
64,160560,668503,5,0.1690005807479472,1
76,128465,659349,11,0.17641444121127842,1
40,127092,472640,6,0.10120217246371865,0
37,88109,669621,2,0.24691750401803325,0
74,85029,821237,8,0.32241377565686696,1
66,120541,540750,12,0.15806028959767013,1
54,77208,841653,10,0.29095003589716195,0
43,143440,248929,9,0.08242337833576634,0
41,94600,1043653,12,0.23457921911671709,0
43,119260,611470,13,0.1432960256597539,0
52,63426,814604,11,0.12222262511288583,0
79,108185,643722,19,0.06744643037716713,0
50,84424,435295,7,0.5687911185285739,0
61,50341,592724,13,0.3745490918390189,1
50,136255,218105,12,0.4659776740992542,0
77,169234,737677,8,0.19904429666426543,1
47,153884,638752,10,0.6024165007503319,0
33,140450,561688,11,0.1939363209202754,0
36,107576,750539,9,0.18928837198963008,0
77,144176,607504,7,0.44673042587453043,0
25,156715,721365,16,0.24377797580192398,0
25,124104,792463,16,0.10561572463058476,0
71,84469,490154,17,0.20676721457166305,1
58,105018,432917,10,0.14848478505961643,1
56,171080,255487,14,0.2318158546557653,1
78,117757,624512,9,0.22570059234394224,1
72,20257,690419,11,0.1458143790083397,1
49,75932,335276,3,0.5598457448608004,0
64,107266,884075,13,0.5831955201142088,0
69,151074,435532,14,0.4231946423710677,1
77,111806,179299,7,0.04421053239806856,1
25,151632,898964,16,0.2761225404079361,0
40,104215,205397,4,0.5952340586308466,0
63,61071,792835,6,0.30712209704985455,1
29,105253,744223,15,0.12135229764810626,0
46,130348,663910,12,0.24526214495180462,0
53,127858,495445,4,0.43333424489052963,0
79,82346,700559,8,0.6163133260660023,1
27,109464,809696,12,0.13829573267147974,0
36,200540,402837,7,0.11146347441963063,1
50,83001,795274,5,0.0885065319672201,0
40,139821,786174,7,0.23333769864790427,0
75,57099,658610,13,0.07150879562923988,1
61,145913,492405,12,0.12369367097894532,1
46,93230,787091,7,0.09641772084121579,1
53,132062,701662,5,0.3712915908439202,0
38,81254,396808,16,0.0318321761987108,1
52,128725,526528,11,0.07463142851946382,0
29,92740,763810,13,0.334270476714673,0
71,98548,622916,13,0.506935911107674,1
73,133259,817196,13,0.5015769188874858,0
54,107088,531670,9,0.15205439559330305,0
70,131411,400020,9,0.3962306970598965,1
76,114274,1038720,8,0.21386175814707026,1
29,122024,263820,11,0.11662970599804079,0
36,133352,500032,10,0.4411997550643523,0
40,109499,655949,12,0.3981361480519813,0
50,90118,797216,11,0.1138471828517821,0
50,104030,729289,9,0.36540509977946495,0
72,155854,1062251,10,0.03655985076562152,1
45,123485,576480,12,0.46570096664896593,0
63,94653,425403,11,0.18581188818751634,1
60,132046,556060,8,0.7013023533308314,0
57,134049,536004,11,0.3520437108946883,1
54,135599,586340,15,0.422148394200684,0
61,90664,403502,10,0.47990346885592866,1
47,99528,756811,10,0.3342890608580433,0
34,99695,674166,9,0.25673328855844496,0
78,109180,347223,6,0.5060719784584072,0
29,136167,793605,6,0.26172006275882165,0
60,128885,437703,9,0.3440004416494454,1
58,131256,363436,6,0.5834035279842209,1
76,160620,617465,8,0.15838127985042952,1
55,140666,248431,8,0.3795427445058296,0
34,115745,717900,23,0.47168565894837106,0
43,84483,32231,8,0.5444342011900994,0
56,98563,394127,12,0.2991132244423599,1
25,112148,915027,19,0.5062363581354563,0
29,144873,462668,12,0.14673077262387674,0
69,119180,497682,5,0.49537865299019934,1
28,100314,854733,4,0.41524922910230927,0
40,98013,441427,7,0.3169025881117113,1
48,117912,752687,21,0.5105035943927857,0
40,146699,834837,12,0.2285749828415007,0
79,167730,695706,20,0.3566352747606429,1
26,113826,311020,14,0.6830201611052961,0
73,118657,479202,13,0.33262711025801145,1
52,83581,1142723,9,0.47591200833889535,0
56,178175,501895,11,0.6558996412729706,0
51,77969,1197265,8,0.1097588517215021,0
44,155149,941792,10,0.22700710063918278,0
48,109039,703813,4,0.2482530909294936,0
36,102019,659446,5,0.21276044645940767,0
74,86699,507035,12,0.27710023018869234,1
59,192301,582217,14,0.1322734978509159,1
57,126644,462255,8,0.16771904137866595,1
57,120638,587274,4,0.12298923125338891,1
75,146601,327561,12,0.3146273416208125,1
67,100475,316845,13,0.33147423377141005,1
61,120055,860203,9,0.1393176072986729,1
36,121690,277538,9,0.3079528658024503,0
27,104635,777227,6,0.2759216128617789,0
25,155989,221123,14,0.3301343729567488,0
57,113440,725927,10,0.21894663534059322,0
64,73406,558483,6,0.4017251778324137,1
34,110955,864263,8,0.20320124816437682,0
67,127475,533601,6,0.11605745276545508,1
68,93195,198091,10,0.15349349785233746,1
53,95562,562392,12,0.6528011531873645,0
37,103612,631932,14,0.1847656209846853,0
36,156637,573604,8,0.10653622245585392,0
55,105385,715021,4,0.2701950360921503,0
70,162873,487122,14,0.17968914645152192,1
26,101551,347319,7,0.39744701280826034,0
75,129750,400070,9,0.1931326572868794,1
74,106612,496846,16,0.22840666085984856,1
59,142622,495130,5,0.19449003586643798,1
47,86451,1081224,9,0.650671862864012,0
41,142285,851021,8,0.3571566179498302,0
50,123416,737341,12,0.09308790088256773,0
32,100800,689202,8,0.24870874680877567,0
53,115013,659954,6,0.5130536738654123,0
50,166015,661000,11,0.30701540751936074,0
34,124135,632657,9,0.024986470998437173,0
50,98918,608023,19,0.15768890479455244,0
58,83859,181627,15,0.38363208883188904,1
75,135162,526174,7,0.5175191478720683,0
65,125875,551939,16,0.42093058208609807,0
31,140850,450205,7,0.1202866082863653,0
28,76133,488780,10,0.5391261501977888,0
77,84832,660149,7,0.14842373275054807,1
74,154406,753518,15,0.07082937388032444,1
69,129940,659847,8,0.12287638420562562,1
35,136002,748488,12,0.5039305625259768,0
53,91119,752021,9,0.14449770396669817,0
60,90570,540058,12,0.5370963838840812,1
49,149737,705061,11,0.39677150439339715,0
45,151151,250725,16,0.15433313545979788,0
60,87350,523134,3,0.29466692318020915,1
34,81618,499629,9,0.27791423286339223,1
61,116742,906265,8,0.08955422981575187,0
33,96019,667417,10,0.28755676986228246,0
48,95394,333109,7,0.1656193342578483,1
59,82458,718916,8,0.2377478505552439,1
73,105946,781956,14,0.30686358994381746,0
59,85359,582067,7,0.5260719294292541,1
72,87137,738051,6,0.2742216153758143,1
60,128951,100858,15,0.526567712348505,0
42,118344,60135,12,0.14231256130422773,0
73,134546,364266,7,0.15145206627730634,1
63,70528,629807,2,0.30186183924484117,1
56,120296,906432,11,0.18846923182781916,1
48,182269,374714,9,0.06213234641449418,0
47,108831,429264,5,0.46132623993831895,0
56,144742,617721,23,0.24013711351761624,1
61,144480,501536,6,0.3733849173955935,1
36,145955,490161,3,0.27555464978958033,0
73,124999,515705,14,0.11620859703376028,1
79,136982,862957,14,0.16308483928847117,1
37,140970,823226,15,0.17640970438475445,0
47,139063,604693,5,0.20373040743367976,0
49,86477,930896,9,0.2787021209664083,0
